id,path,subdir
9139,elvis-presley_i-m-yours_9139,tency2_part2
26814,pachanga_close-to-you_26814,tency2_part2
24167,the-beatles_the-ballad-of-john-and-yoko_24167,tency2_part2
50309,andre-hazes-jr_niet-voor-lief_50309,tency2_part2
55083,roy-orbison_crying-with-the-royal-philharmonic-orchestra_55083,tency2_part2
63320,kylie-minogue_dance-floor-darling_63320,tency2_part2
50020,ed-sheeran_photograph-felix-jaehn-remix_50020,tency2_part2
48453,david-guetta_dangerous-acoustic-piano-version_48453,tency2_part2
35196,mary-j-blige_all-that-i-can-say_35196,tency2_part2
49177,cindy-daniel_pepito_49177,tency2_part2
54685,giusy-ferreri_l-amore-mi-perseguita_54685,tency2_part2
33394,calamity-jane-film_the-deadwood-stage-whip-crack-away_33394,tency2_part2
38080,boulevard-des-airs_cielo-ciego_38080,tency2_part2
19875,kelly-clarkson_thankful_19875,tency2_part2
47053,marie-mai_conscience_47053,tency2_part2
59453,billie-eilish_bellyache-live_59453,tency2_part2
46519,emmanuel-moire_je-vis-deux-fois_46519,tency2_part2
64119,carly-pearce_day-one_64119,tency2_part2
37463,melanie-fiona_gone-and-never-coming-back_37463,tency2_part2
39885,ivy-quainoo_do-you-like-what-you-see_39885,tency2_part2
36621,avril-lavigne_wish-you-were-here_36621,tency2_part2
30318,rohff_qui-est-l-exemple_30318,tency2_part2
34802,jazzy-christmas_i-ll-be-home-for-christmas-instrumental_34802,tency2_part2
61185,anna-maria-zimmermann_1000-traume-weit-tornero-version-2020_61185,tency2_part2
58214,panic-at-the-disco_hey-look-ma-i-made-it_58214,tency2_part2
27444,percy-sledge_my-special-prayer_27444,tency2_part2
51326,ariana-grande_into-you_51326,tency2_part2
39228,abba_one-man-one-woman_39228,tency2_part2
6807,brooks-and-dunn_my-heart-is-lost-to-you_6807,tency2_part2
34585,herb-alpert_jingle-bells_34585,tency2_part2
50065,adele_never-gonna-leave-you_50065,tency2_part2
60002,k3_alle-kleuren_60002,tency2_part2
31401,michael-learns-to-rock_don-t-have-to-lose_31401,tency2_part2
20300,johnny-hallyday_ma-gueule_20300,tency2_part2
55988,thegiornalisti_felicita-puttana_55988,tency2_part2
57352,maddie-and-tae_die-from-a-broken-heart_57352,tency2_part2
62219,alessia-cara_i-choose_62219,tency2_part2
28057,joy-williams_no-less_28057,tency2_part2
57886,thomas-rhett_look-what-god-gave-her_57886,tency2_part2
12076,mike-brant_mais-dans-la-lumiere_12076,tency2_part2
17091,bee-gees_to-love-somebody_17091,tency2_part2
37290,loona-carisma_vamos-a-la-playa_37290,tency2_part2
7758,faith-hill_if-my-heart-had-wings_7758,tency2_part2
51944,christophe-mae_la-parisienne_51944,tency2_part2
60693,rayne-johnson_front-seat_60693,tency2_part2
43306,massimo-ranieri_tu-si-na-cosa-grande_43306,tency2_part2
59357,ed-sheeran_take-me-back-to-london_59357,tency2_part2
25398,the-bodyguard_jesus-loves-me_25398,tency2_part2
52153,chris-young_sober-saturday-night_52153,tency2_part2
42353,tegan-and-sara_walking-with-a-ghost_42353,tency2_part2
44263,chico-and-the-gypsies_besame-mucho_44263,tency2_part2
26350,brett-young_you-ain-t-here-to-kiss-me_26350,tency2_part2
50240,resiste_ella-elle-l-a_50240,tency2_part2
50175,lara-fabian_ton-desir_50175,tency2_part2
37792,beyonce_i-care_37792,tency2_part2
46242,jim-devine_leighann-loves-to-dance_46242,tency2_part2
12050,john-mayer_belief_12050,tency2_part2
47988,yelle_completement-fou_47988,tency2_part2
41796,maroon-5_love-somebody_41796,tency2_part2
20548,chayanne_torero_20548,tency2_part2
57645,john-mayer_i-guess-i-just-feel-like_57645,tency2_part2
15921,julieta-venegas_limon-y-sal_15921,tency2_part2
59009,the-chainsmokers_call-you-mine_59009,tency2_part2
48398,you-me_no-ordinary-love_48398,tency2_part2
11711,zazie_des-rails_11711,tency2_part2
50753,sherbet_howzat_50753,tency2_part2
40267,sublime_caress-me-down_40267,tency2_part2
49772,melanie-martinez_dollhouse_49772,tency2_part2
43847,arielle-dombasle_tico-tico_43847,tency2_part2
53926,robin-schulz_ok_53926,tency2_part2
55315,nathan-sykes_kiss-me-quick_55315,tency2_part2
22244,stacey-kent_ces-petits-riens_22244,tency2_part2
53534,zac-brown-band_roots_53534,tency2_part2
22413,adriano-celentano_soli_22413,tency2_part2
24151,luis-mariano_la-samba-bresilienne_24151,tency2_part2
6213,evanescence_bring-me-to-life_6213,tency2_part2
15543,dionne-warwick_then-came-you_15543,tency2_part2
18656,dee-dee-sharp_mashed-potato-time_18656,tency2_part2
60508,nek_laura-no-esta_60508,tency2_part2
13474,high-school-musical-2_bet-on-it_13474,tency2_part2
51565,luther-vandross_bad-boy-having-a-party_51565,tency2_part2
46149,ingrid-michaelson_parachute_46149,tency2_part2
9518,celine-dion_love-doesn-t-ask-why_9518,tency2_part2
21114,kate-bush_running-up-that-hill_21114,tency2_part2
15222,marie-laforet_viens-viens_15222,tency2_part2
61240,sarah-connor_sind-wir-bereit_61240,tency2_part2
8881,bob-welch_sentimental-lady_8881,tency2_part2
33760,elvis-presley_burning-love-live-73_33760,tency2_part2
37617,julian-perretta_stitch-me-up_37617,tency2_part2
36428,texas-tornados_hey-baby-que-paso_36428,tency2_part2
43360,anouk_birds_43360,tency2_part2
13680,en-vogue_hold-on_13680,tency2_part2
42823,little-mix_turn-your-face_42823,tency2_part2
29147,children-s-chorus_die-loreli_29147,tency2_part2
38212,corneille_le-jour-apres-la-fin-du-monde_38212,tency2_part2
48963,karen-souza_everybody-hurts_48963,tency2_part2
22801,richard-cocciante_au-clair-de-tes-silences_22801,tency2_part2
61889,kane-brown_worldwide-beautiful_61889,tency2_part2
44424,sebastien-patoche_la-cartouche_44424,tency2_part2
30791,stone-temple-pilots_revolution_30791,tency2_part2
50973,miranda-lambert_babies-makin-babies_50973,tency2_part2
22708,achim-reichel_aloha-heya-he_22708,tency2_part2
44192,cat-stevens_matthew-and-son_44192,tency2_part2
65010,imany_wonderful-life-stream-jockey-rework_65010,tency2_part2
26320,glee_mercy_26320,tency2_part2
33097,pocahontas-1995-film_just-around-the-riverbend_33097,tency2_part2
48686,pink-floyd_nobody-home_48686,tency2_part2
18239,john-mellencamp_yours-forever_18239,tency2_part2
54549,kelsea-ballerini_i-hate-love-songs_54549,tency2_part2
7456,the-jeffersons_movin-on-up_7456,tency2_part2
8848,eric-clapton_i-get-lost_8848,tency2_part2
11713,my-chemical-romance_famous-last-words_11713,tency2_part2
61726,rasmus-seebach_under-stjernerne-pa-himlen_61726,tency2_part2
22732,johnny-hallyday_o-carole_22732,tency2_part2
32585,europe_open-your-heart_32585,tency2_part2
25796,big-and-rich_kick-my-ass_25796,tency2_part2
21163,marillion_lavender_21163,tency2_part2
63629,basshunter_boten-anna_63629,tency2_part2
61120,billy-joel_this-is-the-time_61120,tency2_part2
57343,ghost_cirice_57343,tency2_part2
45265,the-dansant_le-denicheur_45265,tency2_part2
48384,helene-segara_tout-commence-aujourd-hui_48384,tency2_part2
47266,maroon-5_just-a-feeling_47266,tency2_part2
44624,nicole_flieg-nicht-so-hoch-mein-kleiner-freund_44624,tency2_part2
38036,adiemus_adiemus_38036,tency2_part2
25347,bruce-springsteen_pay-me-my-money-down_25347,tency2_part2
40139,mario-pelchat_les-parapluies-de-cherbourg_40139,tency2_part2
7124,diana-ross_do-you-know-where-you-re-going-to_7124,tency2_part2
5326,lucie-silvas_breathe-in_5326,tency2_part2
27594,boots-randolph_yakety-sax_27594,tency2_part2
50108,lady-a_silent-night-lord-of-my-life_50108,tency2_part2
49276,jeroen-van-koningsbrugge_wit-licht_49276,tency2_part2
24517,banda-bassotti_bella-ciao_24517,tency2_part2
49591,yseult_bye-bye-bye_49591,tency2_part2
53867,postmodern-jukebox_sunday-morning_53867,tency2_part2
55461,blake-shelton_i-lived-it_55461,tency2_part2
8835,wynonna-judd_can-t-nobody-love-you-like-i-do_8835,tency2_part2
58583,disney-princess-tea-party_if-you-can-dream_58583,tency2_part2
50716,the-rolling-stones_tell-me_50716,tency2_part2
21351,the-killers_human_21351,tency2_part2
21490,araketu_pipoca_21490,tency2_part2
17617,ella-fitzgerald_a-tisket-a-tasket_17617,tency2_part2
16939,the-temptations_ball-of-confusion-that-s-what-the-world-is-today_16939,tency2_part2
12590,r-kelly_same-girl_12590,tency2_part2
19947,hanne-haller_weil-du-ein-zartlicher-mann-bist_19947,tency2_part2
36458,lady-gaga_megamix_36458,tency2_part2
58304,lizzo_truth-hurts_58304,tency2_part2
61983,noga-erez_no-news-on-tv_61983,tency2_part2
42225,johnny-hallyday_n-en-vouloir-a-personne_42225,tency2_part2
47028,jack-johnson_radiate_47028,tency2_part2
63168,priscilla-block_just-about-over-you_63168,tency2_part2
26275,amanda-marshall_sunday-morning-after_26275,tency2_part2
42440,dalida_buenas-noches-mi-amor_42440,tency2_part2
54945,status-quo_marguerita-time_54945,tency2_part2
55968,francoise-hardy_le-large_55968,tency2_part2
41296,marina-and-the-diamonds_power-and-control_41296,tency2_part2
51590,bryan-adams_don-t-even-try_51590,tency2_part2
40458,massimo-ranieri_perdere-l-amore_40458,tency2_part2
57841,six-musical_haus-of-holbein_57841,tency2_part2
10052,gloria-estefan_turn-the-beat-around_10052,tency2_part2
29146,follies-musical_could-i-leave-you_29146,tency2_part2
60566,frozen-2_so-wird-s-immer-sein_60566,tency2_part2
40520,gloria-estefan_ayer_40520,tency2_part2
47462,patrick-fiori_elles-se-disent_47462,tency2_part2
62010,stephen-smyth_classic-country-medley_62010,tency2_part2
29695,hoagy-carmichael_ole-buttermilk-sky_29695,tency2_part2
9493,alan-jackson_livin-on-love_9493,tency2_part2
31330,luther-vandross_love-won-t-let-me-wait_31330,tency2_part2
24547,pat-green_let-me_24547,tency2_part2
57330,douwe-bob_i-do-string-version_57330,tency2_part2
61034,selena_no-me-queda-mas_61034,tency2_part2
27382,ballroom-orchestra_waltz-groove_27382,tency2_part2
46877,jessica-mauboy_never-be-the-same_46877,tency2_part2
10731,shania-twain_if-you-re-not-in-it-for-love-i-m-outta-here_10731,tency2_part2
28133,karin-bloemen_lef_28133,tency2_part2
61466,agustin-galiana_viva-la-vida_61466,tency2_part2
13094,meat-loaf_you-took-the-words-right-out-of-my-mouth_13094,tency2_part2
26310,simple-plan_don-t-wanna-think-about-you_26310,tency2_part2
38160,billy-joel_all-for-leyna_38160,tency2_part2
11511,miranda-lambert_me-and-charlie-talking_11511,tency2_part2
21446,the-beatles_ob-la-di-ob-la-da_21446,tency2_part2
13406,vanessa-paradis_marilyn-et-john_13406,tency2_part2
64566,steel-panther_community-property-clean-version_64566,tency2_part2
31938,high-school-musical-3_high-school-musical_31938,tency2_part2
25000,nanci-griffith_the-speed-of-the-sound-of-loneliness_25000,tency2_part2
64189,supertramp_child-of-vision_64189,tency2_part2
42624,mylene-farmer_ici-bas_42624,tency2_part2
7007,elvis-presley_big-hunk-o-love_7007,tency2_part2
31356,adriano-celentano_il-ragazzo-della-via-gluck_31356,tency2_part2
64002,con-funk-shun_love-s-train_64002,tency2_part2
34768,the-beatles_two-of-us_34768,tency2_part2
12533,emmanuel-moire_la-ou-je-pars_12533,tency2_part2
21381,willie-nelson_city-of-new-orleans_21381,tency2_part2
37024,les-inconnus_isabelle-a-les-yeux-bleus_37024,tency2_part2
41539,kenza-farah_quelque-part_41539,tency2_part2
23389,starmania_ce-soir-on-danse-a-naziland_23389,tency2_part2
9042,faith-hill_just-to-hear-you-say-that-you-love-me_9042,tency2_part2
28807,cher_love-hurts_28807,tency2_part2
10208,diana-ross_muscles_10208,tency2_part2
64779,morning-musume_koi-no-dance-site_64779,tency2_part2
16116,hoobastank_remember-me_16116,tency2_part2
59463,tim-minchin_white-wine-in-the-sun_59463,tency2_part2
21981,michel-sardou_marie-jeanne_21981,tency2_part2
26790,carrie-underwood_someday-when-i-stop-loving-you_26790,tency2_part2
9863,celine-dion_the-reason_9863,tency2_part2
37904,jason-mraz_summer-breeze_37904,tency2_part2
37915,the-who_pictures-of-lily_37915,tency2_part2
26939,margot-werner_so-ein-mann_26939,tency2_part2
11333,madonna_live-to-tell_11333,tency2_part2
51466,alice-cooper_feed-my-frankenstein_51466,tency2_part2
25164,bb-brunes_dynamite_25164,tency2_part2
60917,el-ultimo-de-la-fila_como-un-burro-amarrado-en-la-puerta-del-baile_60917,tency2_part2
21096,marco-antonio-solis_mas-que-tu-amigo_21096,tency2_part2
61353,dion-and-the-belmonts_i-wonder-why_61353,tency2_part2
54050,lady-a_heart-break_54050,tency2_part2
37762,the-kinks_come-dancing_37762,tency2_part2
29506,vivian-green_emotional-rollercoaster_29506,tency2_part2
48054,the-kentucky-headhunters_jessico_48054,tency2_part2
45313,the-dansant_la-marche-des-accordeonistes-lyonnais_45313,tency2_part2
60557,the-mavericks_don-t-be-cruel_60557,tency2_part2
63437,taeyeon_what-do-i-call-you_63437,tency2_part2
30046,corona_the-rhythm-of-the-night_30046,tency2_part2
55254,roy-orbison_dream_55254,tency2_part2
23898,maxi-priest_problems_23898,tency2_part2
60707,lewis-capaldi_let-it-roll_60707,tency2_part2
12953,amy-winehouse_tears-dry-on-their-own_12953,tency2_part2
50185,frederic-francois_les-anges-dans-nos-campagnes_50185,tency2_part2
54695,carly-pearce_hide-the-wine_54695,tency2_part2
64718,taylor-swift_that-s-when-taylor-s-version_64718,tency2_part2
12224,alain-bashung_ma-petite-entreprise_12224,tency2_part2
55910,little-big-town_summer-fever_55910,tency2_part2
39277,swv_right-here-human-nature-radio-mix_39277,tency2_part2
13689,westlife_home-michael-buble-cover_13689,tency2_part2
53622,toby-keith_wacky-tobaccy_53622,tency2_part2
64129,ryandan_like-the-sun_64129,tency2_part2
57650,avril-lavigne_tell-me-it-s-over_57650,tency2_part2
51918,riegler-hias_gloana-bauer_51918,tency2_part2
58764,fancy_slice-me-nice_58764,tency2_part2
10773,chris-ledoux_gravitational-pull_10773,tency2_part2
64348,you-re-a-good-man-charlie-brown-musical_happiness_64348,tency2_part2
34351,nana-mouskouri_ave-maria_34351,tency2_part2
48204,the-overtones_the-glory-of-love_48204,tency2_part2
51455,the-cats_the-end-of-the-show_51455,tency2_part2
11366,mariah-carey_all-i-want-for-christmas-is-you_11366,tency2_part2
42869,glee_the-scientist_42869,tency2_part2
49830,derek-ryan_bendigo_49830,tency2_part2
5297,the-corrs_angel_5297,tency2_part2
5485,boney-m_daddy-cool_5485,tency2_part2
58062,finding-neverland-musical_something-about-this-night_58062,tency2_part2
28786,children-s-chorus_get-along-little-doggies_28786,tency2_part2
46725,richard-cocciante_si-tu-me-revenais_46725,tency2_part2
55262,amir_les-rues-de-ma-peine_55262,tency2_part2
38786,michael-buble_white-christmas-duet-with-shy-m_38786,tency2_part2
11046,david-seville_witch-doctor_11046,tency2_part2
65236,rush_marathon_65236,tency2_part2
26038,faith-hill_dearly-beloved_26038,tency2_part2
61877,die-schlagerpiloten_die-sterne-von-santo-domingo_61877,tency2_part2
23689,andy-williams_i-heard-the-bells-on-christmas-day_23689,tency2_part2
55972,the-princess-and-the-frog_friends-on-the-other-side_55972,tency2_part2
46467,frozen_in-summer_46467,tency2_part2
35388,cee-lo-green_it-s-ok_35388,tency2_part2
50824,tom-jones_the-impossible-dream_50824,tency2_part2
61876,ennio-morricone_the-ecstasy-of-gold_61876,tency2_part2
61520,joseph-and-the-amazing-technicolor-dreamcoat-musical_any-dream-will-do-reprise-give-me-my-colored-coat_61520,tency2_part2
29949,kenny-chesney_on-the-coast-of-somewhere-beautiful_29949,tency2_part2
59690,glee_the-most-wonderful-day-of-the-year_59690,tency2_part2
32837,gene-pitney_looking-through-the-eyes-of-love_32837,tency2_part2
58282,daddy-yankee_con-calma-remix_58282,tency2_part2
59607,rafaga_mentirosa_59607,tency2_part2
64689,london-grammar_how-does-it-feel_64689,tency2_part2
38008,kid-rock_collide_38008,tency2_part2
21161,gloria-estefan_oye-mi-canto_21161,tency2_part2
61057,mike-and-the-mechanics_silent-running_61057,tency2_part2
10230,blackstreet_don-t-leave-me_10230,tency2_part2
40018,john-mellencamp_i-need-a-lover_40018,tency2_part2
37942,billy-crawford_trackin_37942,tency2_part2
54880,soundgarden_fell-on-black-days_54880,tency2_part2
21364,tamia_so-into-you_21364,tency2_part2
57178,petru-guelfucci_corsica_57178,tency2_part2
61426,vasco-rossi_vivere_61426,tency2_part2
55269,parallel_eine-sprache_55269,tency2_part2
8714,cabaret_don-t-tell-mama_8714,tency2_part2
28946,cole-porter_it-s-d-lovely_28946,tency2_part2
40828,marc-lavoine_je-descends-du-singe_40828,tency2_part2
53016,dnce_pay-my-rent_53016,tency2_part2
39064,carrie-underwood_what-child-is-this_39064,tency2_part2
53859,lp_strange_53859,tency2_part2
56460,cher_mamma-mia_56460,tency2_part2
62336,pentatonix_joy-to-the-world_62336,tency2_part2
34883,mya_it-s-all-about-me_34883,tency2_part2
27798,triple-image_last-one-standing_27798,tency2_part2
20174,hoffmann-and-hoffmann_rucksicht_20174,tency2_part2
22784,ricchi-e-poveri_piccolo-amore_22784,tency2_part2
53349,the-rolling-stones_mixed-emotions_53349,tency2_part2
29169,creedence-clearwater-revival_up-around-the-bend_29169,tency2_part2
59934,frozen-2_nell-ignoto-versione-giuliano-sangiorgi_59934,tency2_part2
24852,snow-patrol_chocolate_24852,tency2_part2
27614,train_following-rita_27614,tency2_part2
5492,peter-andre_mysterious-girl_5492,tency2_part2
19778,alphabeat_10-000-nights-of-thunder_19778,tency2_part2
47727,ella-henderson_glow_47727,tency2_part2
20243,ibo_bungalow-in-santa-nirgendwo_20243,tency2_part2
33866,ken-dodd_tears_33866,tency2_part2
25955,vanessa-williams_hark-the-herald-angels-sing-shout_25955,tency2_part2
40546,florence-the-machine_never-let-me-go_40546,tency2_part2
6428,michael-w-smith_i-will-be-here-for-you_6428,tency2_part2
55372,robert-long_flink-zijn_55372,tency2_part2
5516,rod-stewart_sailing_5516,tency2_part2
39599,boyce-avenue_someone-like-you_39599,tency2_part2
47253,the-dansant_printemps-d-alsace_47253,tency2_part2
65075,elton-john_it-s-a-sin_65075,tency2_part2
41390,arjon_schudden_41390,tency2_part2
39973,marty-robbins_red-river-valley_39973,tency2_part2
14246,bee-gees_i-started-a-joke_14246,tency2_part2
34744,alvaro-soler_volar_34744,tency2_part2
51295,mumford-and-sons_the-boxer_51295,tency2_part2
51995,lady-gaga_a-yo_51995,tency2_part2
59904,frozen-2_point-d-avenir-sans-nous_59904,tency2_part2
58972,younotus_narcotic_58972,tency2_part2
61244,the-rolling-stones_living-in-a-ghost-town_61244,tency2_part2
21980,michel-sardou_loin_21980,tency2_part2
49496,daniel-wirtz_keine-angst_49496,tency2_part2
56203,niels-destadsbader_verover-mij_56203,tency2_part2
12990,barry-white_staying-power_12990,tency2_part2
27027,michel-sardou_je-viens-du-sud_27027,tency2_part2
14072,stephan-eicher_des-hauts-des-bas_14072,tency2_part2
39379,chimene-badi_this-world-today-is-a-mess_39379,tency2_part2
50853,jess-glynne_ain-t-got-far-to-go_50853,tency2_part2
45727,rod-stewart_blue-moon_45727,tency2_part2
60055,company-musical_the-ladies-who-lunch_60055,tency2_part2
51473,old-dominion_song-for-another-time_51473,tency2_part2
62429,brothers-osborne_i-m-not-for-everyone_62429,tency2_part2
53762,maluma_borro-cassette_53762,tency2_part2
16297,jill-scott_a-long-walk_16297,tency2_part2
34707,joe-longthorne_it-s-only-make-believe_34707,tency2_part2
39869,nina-zilli_per-sempre_39869,tency2_part2
60270,jon-pardi_old-hat_60270,tency2_part2
41216,pink_blow-me-one-last-kiss_41216,tency2_part2
51684,the-struts_kiss-this_51684,tency2_part2
52700,klubbb3_het-leven-danst-sirtaki_52700,tency2_part2
12901,michel-polnareff_le-bal-des-laze_12901,tency2_part2
59835,rammstein_ich-will_59835,tency2_part2
20967,eros-ramazzotti_fuoco-nel-fuoco_20967,tency2_part2
38170,michel-legrand_noel-blanc_38170,tency2_part2
6288,carousel_june-is-bustin-out-all-over_6288,tency2_part2
50479,shane-owens_never-tire-of-the-road_50479,tency2_part2
35616,bruno-mars_liquor-store-blues_35616,tency2_part2
64469,jessie-ware_remember-where-you-are_64469,tency2_part2
6499,west-side-story-film_i-feel-pretty_6499,tency2_part2
23834,vince-gill_in-these-last-few-days_23834,tency2_part2
24799,whitney-houston_million-dollar-bill_24799,tency2_part2
18245,the-drifters_on-broadway_18245,tency2_part2
33808,cleopatre_tout-sera-stratageme_33808,tency2_part2
5218,busted_crashed-the-wedding_5218,tency2_part2
8551,mary-chapin-carpenter_almost-home_8551,tency2_part2
9827,cabaret_money-money_9827,tency2_part2
5588,zucchero_baila-morena_5588,tency2_part2
20659,alejandro-sanz_no-es-lo-mismo_20659,tency2_part2
55440,tom-petty_you-got-lucky_55440,tency2_part2
8942,alabama-3_woke-up-this-morning_8942,tency2_part2
16918,andy-williams_love-is-a-many-splendored-thing_16918,tency2_part2
53831,antonio-jose_tu-me-obligaste_53831,tency2_part2
29183,peter-cetera_perfect-world_29183,tency2_part2
13864,bee-gees_more-than-a-woman_13864,tency2_part2
31078,nana-mouskouri_una-furtiva-lagrima_31078,tency2_part2
15160,bob-wills-and-his-texas-playboys_faded-love_15160,tency2_part2
11812,jean-jacques-goldman_bonne-idee_11812,tency2_part2
45381,helene-fischer_te-quiero_45381,tency2_part2
6643,garth-brooks_papa-loved-mama_6643,tency2_part2
35297,revolverheld_halt-dich-an-mir-fest_35297,tency2_part2
30526,roger-williams_autumn-leaves_30526,tency2_part2
28747,clay-aiken_shine_28747,tency2_part2
57366,lost-frequencies_like-i-love-you_57366,tency2_part2
36573,glee_baby_36573,tency2_part2
30016,chris-rea_fool-if-you-think-it-s-over_30016,tency2_part2
43720,dolly-dots_do-wah-diddy-diddy_43720,tency2_part2
65289,johann-sebastian-bach_orchestral-suite-no-3-in-d-major-bwv-1068-ii-air_65289,tency2_part2
27263,ryan-cabrera_shine-on_27263,tency2_part2
57640,il-divo_adagio_57640,tency2_part2
13743,john-lennon_woman_13743,tency2_part2
33828,james_she-s-a-star_33828,tency2_part2
34089,dave-van-ronk_sweet-and-lowdown_34089,tency2_part2
45458,the-gipsy-kings_escucha-me_45458,tency2_part2
14940,amy-grant_i-ll-be-home-for-christmas_14940,tency2_part2
58574,priscilla-queen-of-the-desert-musical_we-belong_58574,tency2_part2
47563,cold-chisel_choir-girl_47563,tency2_part2
44576,amy-winehouse_love-is-a-losing-game-acoustic_44576,tency2_part2
21504,eurythmics_love-is-a-stranger_21504,tency2_part2
43602,ain-t-misbehavin_ain-t-misbehavin_43602,tency2_part2
15549,disturbed_guarded_15549,tency2_part2
64443,cinderella-lloyd-webber-musical_i-know-i-have-a-heart_64443,tency2_part2
63266,taylor-swift_champagne-problems_63266,tency2_part2
35858,kenny-g_the-end-of-the-night_35858,tency2_part2
60877,883_come-mai_60877,tency2_part2
52025,michael-buble_today-is-yesterday-s-tomorrow_52025,tency2_part2
48387,la-legende-du-roi-arthur_mon-combat-tir-nam-beo_48387,tency2_part2
47476,magic_don-t-kill-the-magic_47476,tency2_part2
13432,johnny-hallyday_pour-moi-la-vie-va-commencer_13432,tency2_part2
63309,neil-diamond_heartlight-with-the-london-symphony-orchestra_63309,tency2_part2
10339,lily-allen_ldn_10339,tency2_part2
12314,blake-lewis_you-give-love-a-bad-name_12314,tency2_part2
20040,nickerbocker-and-biene_hallo-klaus-i-wu-nur-zruck_20040,tency2_part2
11608,celine-dion_on-ne-change-pas_11608,tency2_part2
23286,arielle-dombasle_quizas-quizas-quizas_23286,tency2_part2
7288,enrique-iglesias_be-with-you_7288,tency2_part2
39797,rainhard-fendrich_i-am-from-austria_39797,tency2_part2
51447,wolfgang-ziegler_verdammt_51447,tency2_part2
33825,tina-turner_i-don-t-wanna-lose-you_33825,tency2_part2
34745,david-phelps_o-holy-night_34745,tency2_part2
16287,jerry-wallace_primrose-lane_16287,tency2_part2
5286,maroon-5_she-will-be-loved_5286,tency2_part2
55399,the-weeknd_call-out-my-name_55399,tency2_part2
63893,deftones_my-own-summer-shove-it_63893,tency2_part2
24581,styx_show-me-the-way_24581,tency2_part2
61837,lady-gaga_free-woman_61837,tency2_part2
17178,bonnie-raitt_love-letter_17178,tency2_part2
19330,boyzone_picture-of-you_19330,tency2_part2
42317,thomas-rhett_vacation_42317,tency2_part2
37281,avril-lavigne_4-real_37281,tency2_part2
9002,martina-mcbride_happy-girl_9002,tency2_part2
42896,willem-barth_als-men-een-drankje-naar-jou-zou-vernoemen_42896,tency2_part2
23526,diana-krall_besame-mucho_23526,tency2_part2
27846,moby_south-side_27846,tency2_part2
10154,tracy-lawrence_renegades-rebels-and-rogues_10154,tency2_part2
63449,shakin-stevens_come-see-about-me_63449,tency2_part2
43303,chris-young_i-can-take-it-from-there_43303,tency2_part2
12054,missy-higgins_steer_12054,tency2_part2
46530,gregory-lemarchal_quand-on-n-a-que-l-amour_46530,tency2_part2
44588,lisa-wohlgemuth_heartbreaker_44588,tency2_part2
55294,beauty-and-the-beast-2017-film_gaston-version-francaise_55294,tency2_part2
24736,taylor-swift_i-heart_24736,tency2_part2
35302,alanis-morissette_so-pure_35302,tency2_part2
16821,al-martino_daddy-s-little-girl_16821,tency2_part2
46318,anouk_the-dark_46318,tency2_part2
36180,fats-domino_blue-monday_36180,tency2_part2
61749,paloma-faith_stargazer_61749,tency2_part2
29510,tv-theme_entertainment-tonight_29510,tency2_part2
58641,merle-haggard_it-s-all-in-the-movies_58641,tency2_part2
33704,paul-anka_eyes-without-a-face_33704,tency2_part2
63113,johnny-mathis_99-miles-from-l-a_63113,tency2_part2
40310,paul-simon_still-crazy-after-all-these-years_40310,tency2_part2
27576,nelly_shake-ya-tailfeather_27576,tency2_part2
49884,hey_a-ty_49884,tency2_part2
44503,willie-nelson_roll-me-up-and-smoke-me-when-i-die_44503,tency2_part2
41128,the-producers_betrayed_41128,tency2_part2
7128,sarah-mclachlan_good-enough_7128,tency2_part2
56534,postmodern-jukebox_africa-50s-style_56534,tency2_part2
45144,django-wagner_wij-dansen-samen-de-bossa-nova_45144,tency2_part2
15468,dan-hartman_i-can-dream-about-you_15468,tency2_part2
56091,mamma-mia-here-we-go-again_angel-eyes_56091,tency2_part2
46442,marina-d-amico_papaoutai_46442,tency2_part2
8221,enrique-iglesias_love-to-see-you-cry_8221,tency2_part2
43044,het-feestteam_dromen-zijn-bedrog_43044,tency2_part2
10789,michael-bolton_can-i-touch-you-there_10789,tency2_part2
5354,madonna_hung-up_5354,tency2_part2
41500,the-shadows_shazam_41500,tency2_part2
50078,carrie-underwood_heartbeat_50078,tency2_part2
43007,smash_cut-print-moving-on_43007,tency2_part2
55675,shawn-mendes_youth_55675,tency2_part2
53194,gerald-de-palmas_rose-pleure_53194,tency2_part2
8786,cher_all-or-nothing_8786,tency2_part2
22298,beauty-and-the-beast-1991-film_be-our-guest_22298,tency2_part2
40071,pablo-alboran_solamente-tu_40071,tency2_part2
48649,the-overtones_can-t-take-my-eyes-off-of-you_48649,tency2_part2
42532,roland-kaiser_kein-problem_42532,tency2_part2
15872,george-strait_texas_15872,tency2_part2
39834,luther-vandross_evergreen_39834,tency2_part2
59769,mark-forster_ich-and-du_59769,tency2_part2
11370,the-rolling-stones_honky-tonk-women_11370,tency2_part2
13074,donna-summer_on-the-radio_13074,tency2_part2
47527,dj-assad_alalila-le-sega_47527,tency2_part2
18447,stevie-wonder_living-for-the-city_18447,tency2_part2
11912,team-america-world-police_america-f-k-yeah_11912,tency2_part2
6720,kermit_the-rainbow-connection_6720,tency2_part2
5273,norah-jones_what-am-i-to-you_5273,tency2_part2
47258,ed-sheeran_i-m-a-mess_47258,tency2_part2
51900,linda-eder_here-comes-santa-claus-santa-claus-is-coming-to-town_51900,tency2_part2
